0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
301,0,-16,-20,-27,-20,-20,-18,-16,-12,-10,-5,-17,-19,5,-10,-23,-25,-14,-26,-23,-18,-18,-13,-21,-16,-16,-1824,-1452,12
42,0,29,29,31,37,32,28,36,38,57,-12,22,32,38,14,24,64,26,30,43,30,74,27,36,31,38,-3110,2832,-24
286,0,-31,-37,-38,-25,-39,-37,-42,-51,8,-32,-26,-24,-49,-23,-39,-28,-35,-34,24,-31,-7,-32,-39,-41,-38,-3898,594,50
1060,0,12,-9,4,10,-1,7,-6,0,-7,-12,9,9,-4,3,6,2,-6,3,5,-3,5,0,24,-3,2,-848,-947,-2
319,0,-41,-37,-50,-40,-42,-46,-46,-46,24,-127,-47,-42,-44,-44,-50,-45,-53,-47,-7,-41,28,-41,-48,-39,-43,-3640,-3658,54
378,0,-34,-36,-38,-38,-42,-36,-54,-48,-102,52,-28,-38,-56,-27,-28,-52,-39,-29,-48,-39,-95,-30,-43,-39,-51,3186,-4054,70
63,0,27,24,21,23,23,21,31,31,48,-24,21,27,34,6,24,48,42,26,17,25,64,19,32,25,37,3474,2920,-10
1069,0,-23,-4,2,-3,-8,-7,-11,-11,-17,-25,-4,-9,-25,-10,-3,-10,-16,-6,-7,-8,-22,-8,-13,3,-12,-796,-658,0
22,0,30,31,36,46,33,27,34,27,53,31,32,34,35,44,36,57,19,37,52,33,49,32,36,26,29,-3101,2792,-18
704,0,1,5,1,1,2,8,6,12,14,-9,-1,-2,8,3,-2,-6,-1,2,-3,5,105,-5,-4,-8,-4,-4458,352,-2
1243,0,7,-2,-12,-13,-6,-6,-4,-5,0,2,-5,-4,8,-3,-7,-10,-8,-11,-8,-8,-1,-7,5,0,-2,358,-86,10
16,0,18,25,-1,-13,5,2,-2,2,0,4,1,8,6,2,-1,2,3,4,0,3,5,5,8,1,3,-206,-669,0
481,0,-33,-27,-21,-32,-34,-24,-31,-22,-40,-192,-29,-25,-28,-37,-32,-36,-42,-33,-38,-34,-20,-16,-21,-17,-31,-3661,-2590,100
546,0,9,13,-5,-8,3,0,7,11,3,40,1,5,8,11,-3,5,6,1,1,5,15,6,-6,8,3,-1712,2878,14
658,0,5,-12,8,10,2,2,-1,3,-9,-26,6,1,10,-14,9,9,3,10,3,1,-17,5,1,-4,-13,-308,-556,-34
204,0,12,11,-1,-4,3,8,-7,3,-57,74,5,-3,-11,25,12,-16,29,7,-19,18,-124,6,-2,-3,-6,2746,-4414,14
235,0,-34,-36,-39,-25,-33,-28,-38,-37,-37,267,-27,-31,-39,-22,-33,-31,-40,-36,2,-35,-79,-27,-31,-32,-31,-4601,2475,37
3,0,20,18,21,20,22,24,18,23,14,-7,14,15,18,29,22,21,9,17,18,15,2,15,28,20,25,-2166,-3394,-112
959,0,5,13,-2,-2,0,-3,1,-1,4,-2,0,1,3,4,-2,0,-1,1,0,0,10,-2,6,2,-3,936,-998,11
830,0,-3,3,-7,-2,-7,1,3,4,-7,63,-3,1,-17,8,-9,4,-4,-8,-4,3,17,-4,5,2,-3,-3612,688,80
797,0,-15,-18,5,16,-2,0,-5,0,-4,-14,-3,-6,-16,2,4,5,-2,7,9,0,5,-1,-13,-9,-2,1110,-1949,28
225,0,-19,-16,-4,0,-8,-12,-4,-10,-13,-2,-3,-8,-9,-12,-5,-12,-8,-7,-11,-8,-13,-3,-12,-1,-11,-434,236,6
573,0,10,13,10,13,13,11,13,4,3,11,7,0,1,1,13,-4,16,15,15,14,-46,5,1,6,7,1552,714,-54
298,0,6,5,16,11,13,6,11,-1,13,5,14,11,3,-33,14,10,9,16,11,13,16,16,5,9,11,697,-1216,-108
984,0,9,10,6,-3,4,3,4,6,6,-4,6,7,13,8,6,-5,2,4,0,2,48,10,6,7,3,-1920,1478,44
463,0,-25,-19,-10,-19,-18,-12,-20,-1,-41,-68,-19,-16,-31,-15,-17,-22,-29,-16,-27,-18,-17,-9,-21,-15,-25,2980,477,98
776,0,19,19,15,16,11,20,10,18,26,-28,15,17,19,31,13,5,6,14,10,10,38,8,22,2,15,-2881,-1532,8
584,0,7,7,5,11,8,8,5,0,-15,8,7,1,-5,-3,7,-7,10,9,13,9,-52,12,1,2,-1,1534,911,-42
192,0,-5,-10,-9,-9,-9,-2,-5,-10,-18,25,-5,-10,-5,-13,-11,-17,-5,-12,-3,-5,-25,-4,-10,-3,-11,2754,-2423,-72
1045,0,-10,-14,0,7,-8,1,-9,-7,-15,-19,3,1,-33,-16,-1,-3,-7,-3,-1,-4,-11,-5,3,-1,-5,234,-1200,17
469,0,-5,10,3,-4,2,-1,2,10,-1,13,-5,0,0,15,1,1,7,4,-2,0,1,3,-6,-3,5,-2324,1826,8
954,0,15,23,3,-9,5,1,4,5,10,0,4,10,10,16,3,5,4,7,6,5,14,1,6,-4,2,972,-1050,13
477,0,-29,-23,-21,-33,-31,-24,-30,-23,-41,-171,-26,-24,-28,-39,-29,-33,-44,-30,-40,-34,-21,-15,-21,-18,-36,-1716,-1796,98
639,0,16,26,15,5,14,12,18,25,16,20,3,11,18,29,10,23,21,17,13,15,10,12,8,10,13,-1782,-823,-23
278,0,-41,-47,-42,-26,-42,-43,-39,-49,16,145,-34,-33,-39,-36,-44,-22,-45,-38,4,-30,-41,-31,-47,-37,-37,-3920,-3954,38
1218,0,9,1,8,6,13,8,16,9,12,9,2,-1,14,2,10,11,16,8,5,14,25,6,1,11,5,1172,119,-4
1158,0,-9,-8,6,5,0,4,2,14,-8,15,-1,0,-2,7,2,-9,5,-4,-5,-3,2,3,8,11,15,1356,1631,26
1415,0,29,2,28,22,24,26,24,16,21,131,19,14,19,3,30,17,0,23,26,19,29,21,31,27,20,-876,559,-50
213,0,13,7,1,0,5,6,3,1,-34,15,5,-7,-3,-11,9,-21,20,9,8,12,-78,2,-8,4,-12,2676,-4300,10
26,0,-12,-9,2,-3,-3,0,-6,-7,-11,-33,-4,-7,-3,-18,0,-1,-15,-5,-5,-7,-7,-5,-5,-2,-5,-3411,-2724,-113
421,0,-20,-16,-19,-29,-21,-18,-30,-14,-83,91,-15,-20,-36,-29,-17,-46,-32,-17,-46,-23,-57,-12,-24,-22,-38,-1090,-3826,73
1300,0,19,14,8,1,13,13,16,11,13,14,1,4,7,19,8,11,11,9,8,13,-4,7,9,17,14,-1831,-2016,-16
366,0,-32,-33,-38,-39,-41,-40,-49,-45,-82,-58,-33,-44,-44,-40,-34,-76,-37,-32,-43,-32,-59,-32,-46,-41,-58,-900,-2034,69
102,0,-5,-7,-7,-11,-6,3,-6,-4,-13,3,-5,-10,2,-20,-7,-6,-10,-11,-30,-10,-49,-9,-1,-3,-18,-3502,-1468,-85
160,0,-31,5,-5,-24,-15,-18,-18,-16,-18,-11,-15,-12,-28,-11,-14,-17,-17,-15,-18,-16,-17,-6,-19,-10,-20,1292,-504,7
203,0,-6,-7,-5,-6,-6,-4,-3,-6,1,12,-5,-9,6,8,-6,-16,-4,-8,-6,-3,-32,-3,-12,-2,-9,2678,-1532,-69
956,0,7,30,2,-10,2,-1,1,2,7,-1,1,7,8,11,0,2,2,4,3,2,12,-1,5,-5,0,990,-1210,12
415,0,-13,-12,-13,-24,-18,-8,-23,-4,-81,22,-8,-14,-32,-12,-7,-37,-15,-11,-35,-14,-65,-8,-21,-17,-30,-1014,-3669,66
877,0,1,-13,5,11,5,4,3,3,3,5,6,3,0,-1,4,2,6,5,8,5,10,1,-2,5,5,4591,-526,18
418,0,-2,0,1,1,6,-2,4,-1,12,22,-3,-1,-7,-4,0,4,7,3,7,8,26,2,-6,0,3,1428,-116,-79
383,0,-34,-29,-34,-36,-32,-35,-29,-34,-22,-28,-33,-34,-22,-35,-35,-34,-28,-33,-33,-30,-12,-26,-40,-28,-34,1112,-821,-80
699,0,-4,1,-6,-4,-8,2,-1,12,5,-19,-10,-8,1,6,-9,-17,-7,-5,1,-3,92,-12,-6,-15,-2,-4520,-15,-8
98,0,-9,-1,6,4,-1,0,-3,6,3,11,-2,-2,2,7,3,1,2,2,3,-1,5,1,-1,-5,-1,698,-654,-4
327,0,-53,-49,-53,-39,-53,-47,-60,-50,-19,-175,-48,-44,-64,-35,-51,-39,-51,-49,-25,-51,17,-45,-48,-52,-53,-3555,2786,58
55,0,17,17,19,18,18,19,23,30,42,-33,7,13,30,18,17,47,33,22,21,17,61,11,17,16,27,2922,2642,-27
253,0,-14,-9,-3,-3,-7,-2,-7,-1,1,12,-7,-6,-8,-5,-6,-8,-4,-8,-7,-7,-5,-4,-5,-4,1,-490,630,8
103,0,0,13,0,-7,-1,1,-1,13,9,20,-5,1,2,8,1,-1,1,1,2,-2,4,1,2,4,12,1026,-257,-3
1445,0,3,-10,14,8,8,8,7,-2,10,-24,1,-3,13,-21,14,13,-4,8,6,7,11,11,6,10,14,-554,-2986,-54
1443,0,-1,-18,10,0,4,4,3,-7,9,-43,-2,-5,5,-32,11,10,-7,3,0,3,8,5,-1,9,13,-79,-2776,-58
147,0,3,2,-2,-3,-7,5,-4,5,-19,40,2,-2,6,22,1,-15,-6,-3,1,1,-75,-5,-3,-5,-8,-1368,536,-76
586,0,-17,-34,-20,-18,-20,-19,-17,-20,-34,-10,-15,-18,-6,-25,-25,-18,-21,-23,-19,-21,-22,-18,-23,-13,-27,-986,1071,17
627,0,-6,-4,-8,-13,-6,-6,0,3,-10,0,-12,-5,-30,10,-11,-5,1,-7,-10,-7,-9,-6,-8,5,-6,-156,-48,-8
195,0,-9,-13,-9,-8,-8,-3,-4,-11,-15,19,-4,-11,-4,-35,-10,-15,-4,-11,-4,-6,-27,-3,-13,-1,-7,2740,-2248,-70
600,0,-9,-9,-11,-8,-10,-14,-18,-24,-40,4,-6,-12,-7,-14,-13,-21,-11,-10,-14,-13,-73,-6,-12,-15,-20,-3154,2186,-27
698,0,-2,1,-5,-3,-7,2,0,11,3,-23,-9,-7,1,5,-9,-19,-7,-4,1,-3,89,-11,-4,-12,-1,-4518,128,-8
403,0,-15,-10,-8,-15,-13,-10,-8,-5,-9,-9,-14,-15,-2,-14,-10,-12,-5,-10,-12,-14,-15,-9,-13,-11,-8,-1626,914,16
1154,0,-16,-27,-12,-8,-12,-14,-9,-8,-11,-9,-13,-14,-7,1,-16,-23,-8,-17,-22,-14,-14,-10,-13,-3,-8,1221,1642,37
754,0,8,10,3,3,-1,11,4,10,6,7,5,7,5,7,0,7,-6,4,-6,1,24,2,10,2,6,-4169,-1130,10
181,0,-4,-7,-1,-1,-6,3,-4,0,-7,51,-3,-9,3,26,0,-12,2,-2,9,-3,-14,-9,-10,-9,-6,2802,-1882,-73
555,0,-24,-26,-25,-24,-21,-29,-31,-44,-61,-27,-21,-29,-25,-36,-26,-43,-25,-23,-25,-25,-78,-13,-33,-29,-39,118,1778,-50
344,0,-48,-47,-46,-41,-45,-47,-56,-50,-47,-57,-43,-42,-51,-45,-48,-49,-58,-46,-47,-46,16,-35,-44,-45,-55,-3418,2488,62
452,0,-12,1,1,2,-3,-3,-1,-5,-13,-11,-2,-8,-15,-13,3,-2,-2,3,0,-4,-12,-4,-9,0,-15,-2070,1916,10
800,0,2,2,0,0,-1,5,4,9,19,21,1,4,3,13,-3,6,-4,1,-5,3,37,-2,-3,0,2,-2324,364,52
1327,0,-4,9,10,-1,10,11,9,3,10,8,5,3,8,17,11,32,15,7,6,-22,-15,6,9,13,7,-58,-1785,-14
548,0,-12,-10,-8,-4,-7,-7,-13,-19,-50,-3,-6,-10,-41,-24,-7,-20,-8,-5,-1,-5,-54,-10,-13,-9,-7,91,2808,-44
880,0,-14,-23,-4,3,-6,-9,-7,-7,-6,0,-5,-8,-3,-2,-7,-10,-5,-8,-5,-6,-1,-10,-12,-8,-8,4523,-605,24
418,0,-14,-11,-14,-23,-17,-8,-24,-1,-80,55,-9,-13,-36,-16,-10,-40,-21,-12,-37,-16,-54,-8,-19,-18,-27,-1786,-3832,69
623,0,-21,0,-2,-7,-7,-7,-2,7,-13,4,-7,-5,-11,9,-6,-8,2,-6,-10,-7,-12,-3,-18,0,-2,-208,139,-4
892,0,9,7,-1,-8,-2,0,3,4,11,-4,1,6,11,-19,-1,17,-6,0,5,0,-7,0,5,3,-2,-3196,-177,52
272,0,-26,-31,-30,-16,-33,-30,-27,-36,22,150,-21,-21,-24,-26,-33,-5,-30,-26,17,-13,-11,-19,-37,-23,-36,-3915,-4491,41
286,0,-9,-10,-10,-7,-12,-5,-7,-7,-2,9,-8,-10,-2,-5,-5,-8,-4,-8,-1,-3,2,-8,-11,-12,-2,480,-71,-109
262,0,-5,-3,-8,-2,-5,-6,-1,-1,4,13,1,1,3,3,-8,-9,-2,-10,-11,-4,-5,-3,0,-3,-8,-656,-40,11
133,0,6,3,6,-5,0,4,-7,1,-25,9,9,6,2,-3,8,-8,-4,6,-10,-9,-108,-3,7,-10,-6,-1154,974,-75
1438,0,-5,-6,-12,-22,-16,-13,-8,-27,-5,-90,-5,-10,10,4,-2,-7,-18,-16,-12,-11,9,-14,-7,-2,-8,-1118,-3044,-49
697,0,-1,0,-6,-4,-8,1,-1,10,1,-29,-9,-6,1,3,-11,-21,-9,-5,-1,-4,85,-10,-5,-10,-1,-4520,160,-7
468,0,-27,-20,-22,-18,-20,-23,-19,-22,-1,-26,-21,-25,-3,-16,-22,-25,-17,-22,-24,-23,-12,-22,-27,-21,-22,2050,-2818,-53
18,0,34,35,39,51,36,37,38,42,53,53,33,38,23,54,38,55,29,39,56,35,58,33,45,37,45,-3783,2237,-26
301,0,4,4,13,8,8,5,5,2,6,1,10,10,6,-17,11,9,6,12,8,9,16,12,5,-2,10,695,-944,-102
640,0,10,31,15,0,13,10,15,23,13,17,1,8,12,29,9,22,19,16,11,13,8,11,2,10,10,-1894,-680,-24
884,0,13,19,15,9,13,9,10,8,11,1,15,17,11,-1,13,29,2,16,15,11,-4,17,7,11,-1,-3246,-44,58
96,0,1,-3,-6,-2,-3,-9,1,-7,-4,-8,-5,-5,7,-3,-5,1,3,-2,13,-3,-28,-6,-5,2,6,3274,2684,-11
330,0,-44,-42,-47,-32,-47,-39,-57,-42,-19,-203,-40,-34,-54,-30,-45,-36,-49,-44,-17,-46,36,-42,-37,-52,-38,-3566,3616,62
458,0,-9,-5,-1,0,0,-5,-1,-7,12,-10,-6,-8,-5,-21,1,0,0,1,1,-1,10,1,-9,-3,-4,1116,-2740,-58
488,0,-11,-13,-20,-20,-13,-13,-8,-5,-11,12,-20,-18,-10,0,-21,-17,-12,-16,-15,-15,-23,-13,-25,-7,-17,-2570,3137,16
342,0,0,-2,3,1,3,0,2,-6,8,9,-3,-3,0,-11,2,10,6,4,4,4,15,1,-2,-6,-2,-976,-644,-106
233,0,-11,-12,-9,-7,-11,-9,-3,-13,-7,11,-8,-14,2,-10,-9,-14,-4,-11,-4,-6,-19,-6,-13,-5,-15,2466,-663,-68
146,0,-4,3,-7,-1,-2,0,6,14,11,33,-9,-5,4,27,-3,-1,10,-5,0,5,7,-3,-6,2,11,2630,246,-4
33,0,17,6,8,13,12,17,12,16,18,9,9,8,20,-2,13,19,5,9,13,11,14,5,19,7,12,-3618,-1472,-108
485,0,-22,-15,-22,-18,-20,-18,-18,-12,-9,6,-17,-15,-26,-14,-21,-25,-9,-22,-19,-11,-47,-14,-20,-11,-8,1988,-1297,-44
1369,0,20,23,15,6,11,18,6,7,14,28,14,13,20,4,17,13,0,13,20,13,15,7,20,4,14,-342,-1220,-16
949,0,-11,1,-6,-11,-11,-11,-8,-5,3,-17,-2,4,-6,-1,-7,-3,-9,-11,4,-16,-88,-3,2,-3,7,3240,-1190,60
436,0,-21,-18,-17,-23,-24,-14,-30,-12,-66,-44,-23,-26,-36,-33,-18,-37,-34,-16,-30,-21,-53,-16,-23,-22,-34,-3576,3320,62
659,0,11,-5,8,7,3,3,2,4,-3,-22,7,3,15,-7,10,11,5,12,4,4,-13,6,2,-3,-14,-463,-614,-34
293,0,-8,-12,-5,-8,-6,-13,-4,-18,0,5,-6,-8,-17,-9,-5,-10,-10,-4,-6,-6,-4,0,-14,1,-19,580,-136,-114
9,0,3,-2,9,18,5,4,7,7,18,7,5,2,18,-11,8,16,9,9,40,3,19,9,5,6,6,1584,728,-30
186,0,-17,-1,16,21,5,6,3,10,3,18,2,1,-9,4,9,5,5,7,6,6,4,7,8,6,15,-1146,-676,-4
1147,0,-1,4,-1,-11,-5,-6,-5,-8,-15,-16,2,0,10,-11,-4,-13,-3,-6,-12,-5,-5,-3,-1,1,-2,1276,1128,42
608,0,-6,13,23,30,15,15,16,23,4,29,15,12,-1,1,19,15,18,18,16,15,12,14,16,17,20,-1018,610,-6
690,0,2,4,5,8,6,9,9,14,20,-39,5,4,-6,4,-2,-18,1,5,-1,4,70,1,-3,0,-3,-4600,-46,-2
429,0,-23,-19,-22,-22,-20,-30,-19,-29,-10,9,-19,-21,-8,-26,-23,-24,-19,-20,-25,-18,-7,-13,-29,-15,-26,1142,-340,-63
197,0,-16,-24,-12,-1,-11,-6,-10,-7,-6,-3,-14,-18,-8,-10,-12,-12,-11,-12,-9,-10,-9,-9,-16,-7,-10,-1230,66,3
826,0,-5,-2,-7,-5,-9,-5,-3,-8,-8,45,0,-2,-1,-2,-10,-1,-7,-8,-9,0,13,-3,-6,-4,-20,-3778,927,82
293,0,0,-7,5,9,3,10,7,14,10,19,3,5,-11,-7,6,1,9,1,6,4,7,5,13,11,20,-1606,-1498,8
766,0,6,5,0,8,5,4,6,12,14,-4,2,7,-9,20,0,5,5,3,6,4,17,2,7,7,6,2790,-2545,47
400,0,-25,-9,-6,-10,-11,-11,-8,-6,-7,-3,-12,-16,-5,-8,-8,-13,-6,-8,-12,-12,-16,-7,-25,-9,-10,-1618,840,14
122,0,-31,-20,-16,-21,-21,-25,-16,-14,-8,0,-25,-25,-7,-34,-21,-22,-18,-20,-21,-21,-18,-12,-24,-10,-15,2589,872,8
202,0,-14,-12,-11,2,-11,-3,-15,-1,-8,-5,-8,-6,-17,-25,-10,-9,-11,-9,-7,-10,-5,-6,-1,-14,3,-1050,154,8
835,0,-13,-1,-12,-8,-8,-7,-5,0,1,-9,-7,-3,-8,-6,-14,-7,-9,-11,-16,-10,-12,-5,-8,-10,-5,502,-560,24
793,0,-17,-14,-20,-18,-19,-16,-13,-12,4,-17,-19,-18,-8,-9,-22,-18,-21,-18,-24,-17,14,-17,-22,-14,-22,-1748,49,15
1439,0,-4,-8,-10,-21,-14,-11,-8,-24,-3,-81,-6,-11,5,-1,-1,-5,-17,-15,-12,-10,8,-13,-6,0,-6,-852,-2908,-53
232,0,-12,-14,-12,-10,-13,-11,-4,-14,-7,9,-11,-16,0,-8,-12,-15,-5,-14,-6,-8,-22,-10,-15,-7,-14,2474,-690,-66
194,0,-9,-15,-12,-11,-11,-6,-7,-14,-20,17,-7,-13,-7,-32,-13,-18,-6,-14,-6,-8,-29,-6,-14,-3,-10,2760,-2337,-72
428,0,-34,-32,-28,-41,-36,-32,-42,-23,-82,49,-30,-34,-36,-25,-28,-54,-47,-29,-51,-36,-72,-27,-38,-32,-48,-54,1176,76
206,0,-8,-10,-9,-11,-10,-9,-7,-9,-6,15,-10,-14,8,10,-9,-17,-5,-12,-9,-4,-37,-7,-16,-7,-13,2660,-1670,-70
413,0,-14,-13,-15,-26,-20,-11,-25,-10,-86,31,-10,-17,-35,-13,-8,-39,-16,-12,-36,-14,-76,-9,-24,-18,-34,919,-3734,65
1153,0,-12,-29,-13,-7,-11,-14,-7,-9,-9,-11,-12,-13,-6,-1,-16,-23,-7,-16,-22,-13,-13,-9,-12,-2,-8,1172,1596,38
160,0,-7,-4,-9,-14,-10,-9,-8,-8,-19,61,-11,-16,10,8,-11,-19,-7,-11,-15,-11,-54,-10,-13,-9,-22,2832,-1484,-78
931,0,-15,-5,-7,-21,-14,-18,-8,-11,-2,-20,-11,-13,6,-8,-10,-15,-12,-10,-19,-13,-106,-12,-20,-7,-15,-2086,-256,56
258,0,18,22,20,17,16,22,16,14,11,34,17,18,10,15,18,16,15,16,26,21,13,20,23,11,20,2378,-792,-64
854,0,-24,-31,-34,-26,-30,-23,-29,-15,-26,-15,-27,-24,-17,-12,-31,-30,-24,-29,-27,-29,-18,-33,-28,-35,-17,1301,-1105,21
88,0,-3,-5,-3,-16,-5,0,-16,-5,-23,-21,-8,-9,5,-2,-4,-9,-23,-6,-36,-14,-33,-15,-3,-14,-13,-3320,-1550,-94
766,0,-16,-16,-19,-22,-19,-20,-14,-18,-5,-56,-16,-17,-4,-28,-25,-24,-23,-21,-24,-21,-3,-16,-22,-8,-22,-4022,-1623,6
641,0,4,34,16,0,13,10,15,22,10,15,1,8,6,31,10,22,18,16,11,13,7,11,-2,11,9,-1954,-533,-26
1,0,9,8,15,18,8,12,0,6,3,4,17,17,11,2,12,11,3,12,14,5,15,11,21,-1,11,780,18,9
659,0,4,10,6,11,8,17,10,16,-15,3,3,8,9,11,7,59,5,10,9,5,-5,3,8,1,8,-4870,1760,-16
698,0,14,5,8,17,12,14,12,20,13,-11,10,12,-8,2,13,22,14,14,13,15,18,8,13,10,3,334,-1146,20
135,0,11,7,8,-1,2,6,-2,2,-15,13,12,7,19,-3,10,-6,0,8,-7,-5,-103,-1,10,-7,-4,-1176,1028,-76
1291,0,2,5,32,37,24,24,26,18,28,18,22,16,11,14,27,21,17,20,21,18,29,20,23,29,26,-3040,-1857,-10
356,0,-35,-37,-38,-39,-42,-44,-46,-48,-68,-112,-30,-41,-45,-35,-31,-77,-40,-34,-36,-34,-32,-30,-48,-36,-49,3934,881,70
988,0,17,20,13,-1,8,10,10,18,14,24,4,13,5,13,11,5,6,10,16,9,55,11,22,12,20,-2002,924,37
19,0,4,5,20,15,12,17,2,8,-7,-29,15,15,-9,6,17,13,-2,10,14,6,5,16,18,13,12,-2968,-2977,-108
352,0,-21,-20,-21,-16,-20,-17,-13,-12,2,22,-20,-19,-3,2,-19,-13,-13,-20,-19,-16,-3,-17,-21,-16,-8,-3884,-1072,-95
1136,0,13,3,4,10,6,18,2,10,0,-4,9,7,-7,13,14,13,11,6,12,12,19,-2,15,3,9,-246,-930,30
398,0,-28,-30,-34,-44,-40,-34,-47,-46,-102,49,-22,-40,-31,-57,-27,-77,-36,-30,-56,-36,-128,-29,-42,-34,-56,3121,-4006,78
130,0,-9,-9,-2,-16,-7,-5,-14,-3,-37,7,-6,-3,-22,4,-3,-17,-14,-4,-20,-19,-119,-8,-6,-11,-7,-1298,532,-78
497,0,-9,-5,-4,0,0,-2,-1,-2,-9,55,3,-3,-9,-11,-3,-13,75,-3,4,7,-37,4,-7,-4,-5,1986,3808,-42
663,0,25,33,25,16,22,20,22,27,20,8,24,25,20,27,28,29,26,30,21,24,15,21,16,13,11,-476,-861,-30
683,0,3,-9,-12,-17,-4,-11,1,5,-6,-12,-17,-11,-18,-16,-11,-3,0,-4,-10,-1,-8,-7,-16,3,-14,540,-1028,-34
1257,0,13,18,18,15,22,16,28,23,22,22,11,12,16,20,18,15,26,14,14,22,8,11,15,26,22,295,-45,0
317,0,-1,-6,-18,-20,-12,-11,-5,-8,0,2,-8,-7,2,-16,-14,-14,-6,-15,-13,-11,-11,-4,-7,-8,-10,-1288,-226,10
648,0,-4,0,6,11,6,4,8,13,-4,-13,3,3,-16,2,10,13,10,9,8,9,10,4,-3,7,1,-1370,-300,-31
1434,0,4,18,12,-1,-1,0,11,-15,4,-89,15,9,28,26,14,8,-2,2,12,11,20,9,5,11,9,-2831,-2940,-34
1479,0,10,42,16,8,8,14,10,5,9,-29,10,6,18,-8,19,3,0,19,12,10,-5,8,16,6,22,-2606,-2654,-46
709,0,5,6,9,17,4,6,6,12,9,7,11,11,17,0,5,13,8,10,14,9,10,6,7,1,5,778,-1096,70
1282,0,10,15,-11,-16,-4,-1,1,-2,13,0,-3,-1,21,9,-6,-3,-6,-9,-9,-2,-9,-7,5,1,3,-3136,-1367,-1
267,0,0,-7,1,3,1,6,5,-5,-3,-5,3,-1,-9,-38,3,-1,1,1,6,4,2,4,-2,6,9,848,-828,-74
972,0,3,-11,-24,-25,-13,-15,-11,-12,-1,-9,-15,-15,11,-9,-17,-16,-17,-17,-20,-12,-9,-19,-18,-14,-19,433,-924,14
173,0,37,34,33,23,33,38,29,37,-31,68,31,26,21,23,38,27,40,38,20,30,-76,28,24,22,20,2923,-3604,-20
178,0,19,15,13,4,13,23,19,34,-45,93,15,11,6,24,21,6,34,17,4,18,-111,5,6,12,17,2882,-4816,-10
1306,0,6,16,22,10,20,18,15,13,9,5,6,6,10,-2,16,14,10,13,9,14,6,7,12,15,17,-837,-2009,-16
1400,0,-11,6,2,-10,-2,2,-3,-5,-6,80,-8,-8,1,-3,-1,-6,-18,-4,-4,-6,4,-8,-4,-9,10,-1012,-1504,-41
1408,0,-8,6,26,23,16,11,14,6,2,271,17,7,2,13,21,0,-27,16,11,6,8,19,7,19,6,-728,-1029,-40
736,0,2,-3,-11,-2,-6,-1,-1,3,-8,-11,-4,1,-13,-7,-11,10,-10,-5,-1,-3,27,-7,-3,0,-3,-2964,-462,2
1496,0,50,29,17,7,22,27,26,27,17,-46,16,19,39,47,27,10,22,25,28,23,-6,13,27,15,33,-2500,-239,-30
537,0,-16,-15,-25,-17,-21,-21,-23,-35,-33,2,-18,-24,-20,-23,-20,-31,-19,-19,-17,-19,-57,-20,-17,-28,-25,1592,2124,-50
28,0,-1,-2,9,6,5,9,2,1,0,-21,5,1,10,-26,9,9,-6,3,4,3,3,2,4,1,4,-3422,-2107,-110
162,0,-6,-3,-10,-15,-8,-11,-5,-8,-14,59,-12,-18,8,10,-11,-21,-7,-11,-17,-8,-51,-9,-15,-3,-22,3066,-2060,-80
1354,0,13,-7,-19,-17,-6,-2,-4,-8,-6,-29,-8,-6,-7,-20,-10,-6,-10,-11,-8,-7,-16,-9,-2,4,0,164,-1235,-10
424,0,-27,-24,-25,-36,-29,-27,-36,-22,-83,101,-23,-29,-31,-30,-23,-51,-40,-23,-51,-29,-63,-20,-34,-26,-46,946,-2882,74
444,0,-25,-18,-18,-25,-18,-15,-24,-9,-50,-37,-24,-27,-24,-20,-21,-34,-25,-19,-34,-21,-34,-19,-32,-22,-37,-3762,3461,85
142,0,16,12,17,15,11,23,10,19,-3,49,20,15,14,24,22,1,6,15,13,11,-75,13,17,7,14,-1107,926,-74
1051,0,-18,-1,-11,-16,-19,-13,-18,-15,-6,-14,-8,-12,10,-3,-12,-13,-20,-13,-15,-22,-22,-16,-14,-20,-18,-276,-1018,5
795,0,-13,-12,-4,2,-6,-5,-10,-6,-11,-25,-9,-10,-11,-12,-4,2,-7,1,1,-4,-1,-7,-18,-15,-5,1152,-2098,30
191,0,10,7,-4,-4,1,4,-5,2,-69,63,12,4,6,7,4,-15,22,-1,-18,6,-149,2,3,-5,-9,2772,-4309,12
96,0,35,36,38,30,35,51,29,48,23,33,28,35,11,16,37,40,26,34,14,30,15,25,53,27,51,-3091,-1938,-100
102,0,11,6,3,10,8,6,8,2,4,-6,8,8,1,14,5,7,13,6,21,2,-16,2,10,11,17,3400,2603,0
227,0,-26,-29,-35,-32,-28,-23,-31,-27,-30,172,-27,-33,-21,-8,-28,-45,-28,-31,-33,-31,-94,-28,-33,-28,-29,-16,-1310,30
123,0,5,5,1,6,7,4,4,-2,10,-28,2,1,13,11,2,2,10,4,9,-4,-35,0,3,-1,10,3216,2480,-2
318,0,-13,-13,-11,-4,-13,-12,-11,-18,-7,0,-5,-9,-9,-25,-11,-11,-15,-11,-7,-9,-8,-4,-11,-7,-12,566,-432,-100
221,0,8,8,10,6,6,10,5,3,3,13,8,5,8,-9,8,7,7,9,11,11,-12,9,3,5,4,2547,-1474,-66
